2026-03-17 16:11:17 [INFO   ] EmbedSim.sink — EmbedSim init  T=0.012 s  dt=5e-06 s  solver=EULER  log=C:\EmbedSimProject\embed_sim_project\embedsim_log\sink_20260317_161117.log
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01272  t=0.006360 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01272  t=0.006360 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01272  t=0.006360 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01272  t=0.006360 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01273  t=0.006365 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01273  t=0.006365 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01273  t=0.006365 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01273  t=0.006365 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01273  t=0.006365 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01274  t=0.006370 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01274  t=0.006370 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01274  t=0.006370 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01274  t=0.006370 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01274  t=0.006370 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01275  t=0.006375 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01275  t=0.006375 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01275  t=0.006375 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01275  t=0.006375 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01275  t=0.006375 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01276  t=0.006380 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01276  t=0.006380 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01276  t=0.006380 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01276  t=0.006380 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01276  t=0.006380 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01277  t=0.006385 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01277  t=0.006385 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01277  t=0.006385 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01277  t=0.006385 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01277  t=0.006385 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01278  t=0.006390 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01278  t=0.006390 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01278  t=0.006390 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01278  t=0.006390 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01278  t=0.006390 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01279  t=0.006395 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01279  t=0.006395 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01279  t=0.006395 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01279  t=0.006395 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01279  t=0.006395 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01280  t=0.006400 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01280  t=0.006400 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01280  t=0.006400 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01280  t=0.006400 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01280  t=0.006400 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01281  t=0.006405 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01281  t=0.006405 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01281  t=0.006405 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01281  t=0.006405 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01281  t=0.006405 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01282  t=0.006410 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01282  t=0.006410 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01282  t=0.006410 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01282  t=0.006410 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01282  t=0.006410 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01283  t=0.006415 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01283  t=0.006415 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01283  t=0.006415 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01283  t=0.006415 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01283  t=0.006415 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01284  t=0.006420 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01284  t=0.006420 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01284  t=0.006420 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01284  t=0.006420 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01284  t=0.006420 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01285  t=0.006425 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01285  t=0.006425 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01285  t=0.006425 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01285  t=0.006425 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01285  t=0.006425 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01286  t=0.006430 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01286  t=0.006430 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01286  t=0.006430 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01286  t=0.006430 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01286  t=0.006430 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01287  t=0.006435 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01287  t=0.006435 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01287  t=0.006435 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01287  t=0.006435 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01287  t=0.006435 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01288  t=0.006440 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01288  t=0.006440 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01288  t=0.006440 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01288  t=0.006440 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01288  t=0.006440 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01289  t=0.006445 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01289  t=0.006445 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01289  t=0.006445 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01289  t=0.006445 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01289  t=0.006445 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01290  t=0.006450 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01290  t=0.006450 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01290  t=0.006450 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01290  t=0.006450 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01290  t=0.006450 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01291  t=0.006455 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01291  t=0.006455 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01291  t=0.006455 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01291  t=0.006455 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01291  t=0.006455 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01292  t=0.006460 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01292  t=0.006460 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01292  t=0.006460 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01292  t=0.006460 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01292  t=0.006460 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01293  t=0.006465 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01293  t=0.006465 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01293  t=0.006465 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01293  t=0.006465 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01293  t=0.006465 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01294  t=0.006470 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01294  t=0.006470 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01294  t=0.006470 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01294  t=0.006470 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01294  t=0.006470 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01295  t=0.006475 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01295  t=0.006475 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01295  t=0.006475 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01295  t=0.006475 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01295  t=0.006475 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01296  t=0.006480 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01296  t=0.006480 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01296  t=0.006480 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01296  t=0.006480 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01296  t=0.006480 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01297  t=0.006485 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01297  t=0.006485 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01297  t=0.006485 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01297  t=0.006485 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01297  t=0.006485 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01298  t=0.006490 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01298  t=0.006490 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01298  t=0.006490 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01298  t=0.006490 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01298  t=0.006490 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01299  t=0.006495 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01299  t=0.006495 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01299  t=0.006495 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01299  t=0.006495 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01299  t=0.006495 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01300  t=0.006500 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01300  t=0.006500 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01300  t=0.006500 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01300  t=0.006500 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01300  t=0.006500 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01301  t=0.006505 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01301  t=0.006505 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01301  t=0.006505 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01301  t=0.006505 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01301  t=0.006505 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01302  t=0.006510 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01302  t=0.006510 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01302  t=0.006510 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01302  t=0.006510 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01302  t=0.006510 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01303  t=0.006515 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01303  t=0.006515 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01303  t=0.006515 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01303  t=0.006515 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01303  t=0.006515 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01304  t=0.006520 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01304  t=0.006520 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01304  t=0.006520 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01304  t=0.006520 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01304  t=0.006520 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01305  t=0.006525 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01305  t=0.006525 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01305  t=0.006525 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01305  t=0.006525 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01305  t=0.006525 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01306  t=0.006530 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01306  t=0.006530 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01306  t=0.006530 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01306  t=0.006530 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01306  t=0.006530 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01307  t=0.006535 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01307  t=0.006535 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01307  t=0.006535 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01307  t=0.006535 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01307  t=0.006535 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01308  t=0.006540 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01308  t=0.006540 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01308  t=0.006540 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01308  t=0.006540 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01308  t=0.006540 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01309  t=0.006545 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01309  t=0.006545 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01309  t=0.006545 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01309  t=0.006545 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01309  t=0.006545 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01310  t=0.006550 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01310  t=0.006550 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01310  t=0.006550 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01310  t=0.006550 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01310  t=0.006550 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01311  t=0.006555 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01311  t=0.006555 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01311  t=0.006555 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01311  t=0.006555 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01311  t=0.006555 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01312  t=0.006560 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01312  t=0.006560 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01312  t=0.006560 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01312  t=0.006560 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01312  t=0.006560 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01313  t=0.006565 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01313  t=0.006565 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01313  t=0.006565 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01313  t=0.006565 s  buck                            (BuckConverterBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01313  t=0.006565 s  sink                            (VectorEnd)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01314  t=0.006570 s  vref                            (VectorStep)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01314  t=0.006570 s  fb                              (VectorDelay)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01314  t=0.006570 s  pi                              (PI_BuckBlock)
2026-03-17 16:11:18 [DEBUG  ] EmbedSim.sink — EXEC   step=01314  t=0.006570 s  buck                            (BuckConverterBlock)
